ID,Tenure in Nuvemshop in months,Monthly Sales,Employee Count,Current plan id,Estimated Page Views,Rank - Domain,Product Count - Domain,Estimated Sales - Domain,Combined Followers,Number of technologies,Avg Total Users,Avg - Total Visits,Avg - Average Bounce Rate,Avg - Average Time On Site,Avg - Average Pages Per Visit,Avg - real visits,Followers,Posts,Semrush Rank,Organic Keywords,Organic Traffic,Adwords Keywords,Adwords Traffic,PLA keywords,Average ticket value
1325,18.15360028,"39,079.88",,55,2908,2772392,3,"14,506.67",,2,6032,6032,0.9,0,1,5630,108726,992,,,,,,,810.04
1326,16.33974798,"32,673.34",,55,21,9948666,40,500,,7,414,414,0.3,163,2,140,,,,,,,,,210.31
1327,19.90629779,"24,864.64",,55,129,6055924,25,"1,289.48",,7,,,,,,,13845,168,,,,,,,280.48
1328,20.30269228,"37,242.68",,55,86,6471032,,859.65,1,1,,,,,,,11473,717,,,,,,,1097.37
1329,20.36962552,"38,634.41",,56,560,5061618,4,"3,492.34",,3,712,944,0.2,2,2,232,24025,23,,,,,,,270.61
1330,19.41413456,"35,295.22",,55,1659,3535608,116,"10,342.72",,3,4158,4158,0.7,1,1,2772,152324,1765,,,,,,,253.14
1331,17.66079077,"41,444.83",,55,1098,3746940,26,"6,850.37",,6,122,132,0,5,5,,25344,152,,,,,,,473.38
1332,13.78437649,"24,757.05",,55,646,2558126,2,"4,029.63",,3,480,480,0,2,2,,8909,216,,,,,,,232.94
1333,9.779440338,"21,987.12",,55,4330,2599417,167,"18,898.98",,9,132,132,0.5,76,6,66,14115,860,,,,,,,134.35
1334,19.94739471,"42,067.69",,56,387,13050696,219,"3,868.44",348154,6,5092,5494,0.5,288,4,2660,165691,3199,,,,,,,181.25
1335,21.03436716,"40,618.67",,55,7886,2507430,122,"29,496.91",,3,299,299,1,0,1,299,36386,166,,,,,,,235.53
1336,21.07903375,"27,434.98",,55,4481,3056348,442,"19,557.15",,7,361,415,0.5,929,22,194,,,,,,,,,376.07
1337,19.94865367,"26,173.13",,55,2003,3543092,3,"12,491.86",,6,5910,6823,0.8,227,2,5622,,,,,,,,,3990.34
1338,20.56951053,"32,503.23",,55,4330,2563268,45,"18,898.98",,5,2145,2365,0.5,108,4,1227,114107,2168,,,,,,,159.45
1339,19.10974836,"28,247.62",,55,150,5893659,36,"1,504.39",,8,517,517,1,1,1,517,150097,1008,,,,,,,187.08
1340,12.06729353,"29,074.86",,55,861,4640055,108,"5,372.84",1020,7,7067,7067,0.5,49,2,3523,26477,250,,,,,,,172.24
1341,14.68176075,"31,165.48",,55,107,6149029,145,"1,074.56",1,9,943,943,0.7,17,1,682,100110,263,,,,,,,157.72
1342,21.74663418,"22,353.13",,55,,,,,,,,,,,,,,,,,,,,,155.03
1343,19,"48,961.94",,55,172,6324554,42,"1,719.31",,7,178,1066,0.4,200,3,444,88634,660,,,,,,,213.14
1344,19.54365479,"26,045.25",,55,9609,2631819,2,"32,948.96",30,5,8071,19395,0.4,520,4,7628,15253,93,,,,,,,178.72
1345,19.10920886,"28,280.25",6,55,4524,1133925,1094,"19,745.20",,3,884,887,0.7,9,2,634,132667,15867,,,,,,,369.23
1346,21.70558468,"26,106.01",,55,818,4187231,47,"5,104.20",,7,11253,11253,1,0,1,11253,36511,140,,,,,,,296.25
1347,21.87605959,"36,502.13",,55,667,4554787,11,"4,163.95",,1,,,,,,,,,,,,,,,259.7
1348,20.69482714,"26,878.90",,56,3425,2955746,282,"16,017.79",,6,15711,80410,0.7,171,1,59348,,,,,,,,,1488.68
1349,21.17350396,"35,981.42",,56,3555,2942185,28,"16,622.23",4,8,5152,5152,0.7,16,2,3435,,,,,,,,,300.69
1350,20.82830981,"29,200.03",,55,11936,708173,752,"40,927.64",,7,14637,15005,0.5,378,6,6882,4439,612,,,,,,,363.63
1351,22.1507385,"26,730.36",,55,1809,3113055,84,"11,282.97",,3,,,,,,,116389,6144,,,,,,,226.69
1352,21.51846513,"24,180.85",,55,12755,751290,48,"43,734.95",,6,6383,6543,0.8,10,1,4967,27888,517,,,,,,,169.62
1353,21.80505302,"31,158.19",,52,4567,1170750,241,"19,933.25",,6,,,,,,,154,127,,,,,,,342.15
1354,21.56936417,"49,451.04",,56,7907,861381,114,"29,577.50",236,9,662,662,0.8,1,2,544,32595,948,,,,,,,195.98
1355,21.82373731,"44,740.12",,55,904,4004929,127,"5,641.48",,2,112,170,0,2,2,,21035,968,,,,,,,178.76
1356,21.36936903,"37,133.32",,55,2477,1755554,14,"12,357.54",,7,836,836,1,13,1,835,83605,733,,,,,,,189.77
1357,23,"36,948.79",,55,21,9025102,12,500,,5,610,610,0,194,6,,13555,389,,,,,,,197.65
1358,20.00384073,"26,700.58",,55,,,,,,,,,,,,,,,,,,,,,135.86
1359,22.03099985,"22,723.74",,55,538,4479562,15,"5,372.84",,3,14276,14276,0,982,11,19,81704,1210,,,,,,,275.56
1360,21.27890644,"22,672.36",,56,8144,1440217,1203,"30,464.02",,3,478,4165,0.1,600,12,294,210,197,,,,,,,253.9
1361,23.14192167,"28,571.54",,55,2133,1692864,287,"13,297.78",28,6,1002,1002,0.3,383,10,334,51071,1220,,,,,,,145.39
1362,22.04432124,"27,990.74",,55,732,3974080,123,"4,566.91",35,7,719,719,0.7,1,2,511,8712,160,,,,,,,2745.26
1363,20.82751307,"34,920.83",,55,667,4454759,27,"4,163.95",,1,355,355,1,0,1,355,45991,996,,,,,,,355.75
1364,21.79170064,"25,719.26",,55,948,4184505,57,"5,910.12",,5,96,97,0,124,4,,57617,384,,,,,,,195.07
1365,9.140518967,"22,112.02",,55,1357,4094977,53,"8,462.22",,6,,,,,,,33835,874,,,,,,,193.01
1366,21.84341921,"33,763.04",,56,1853,2307176,11,"11,551.61",,7,6267,17521,0.7,50,1,11988,,,,,,,,,393.64
1367,24.13994325,"37,383.01",,55,,,,,,,,,,,,,,,,,,,,,403.48
1368,23.11402852,"21,114.22",,56,5688,2764041,746,"23,049.50",,5,6357,7194,0.6,151,2,4533,6482,249,,,,,,,296.6
1369,22.92628024,"26,382.24",,39,5645,2987221,109,"22,874.88",,7,1818,1818,0.7,79,2,1269,21456,1378,,,,,,,1890.08
1370,24.24930033,"22,787.01",,56,1982,3159492,31,"12,357.54",11,2,1157,1455,0.4,378,9,606,569,96,,,,,,,165.92
1371,24.50699074,"20,846.27",,56,11096,744128,108,"38,046.45",308,6,4321,6197,0.6,118,2,3903,1065,215,,,,,,,175.2
1372,21.24670214,"38,480.16",,55,366,5082751,38,"3,653.53",,6,658,1974,0.3,6,6,658,85193,1794,,,,,,,221.86
1373,21.08530018,"38,028.54",,35,6959,686283,3,"26,031.43",,8,1194,1382,0.7,14,2,1016,135182,540,,,,,,,121.86
1374,24.14269489,"21,632.98",,56,86,6362339,1,859.65,,2,,,,,,,664,14,,,,,,,304.45
1375,23.63473193,"42,551.35",,55,926,4624767,1,"5,775.80",,2,282,283,0.2,381,4,47,24094,469,,,,,,,868.41
1376,24.78298648,"40,931.41",,56,5171,971133,1,"20,954.09",,6,491,491,0.6,326,2,300,,,,,,,,,435.62
1377,11.14636163,"24,842.63",,55,2327,3095773,471,"14,506.67",162,6,,,,,,,16770,508,,,,,,,135.16
1378,25.23753659,"20,089.39",,55,21,8812790,254,500,40,10,1,1,1,1,1,1,42853,716,,,,,,,379.77
1379,19.00669056,"29,335.01",,55,8209,1570634,124,"30,705.80",277,7,10503,11167,0.6,291,2,6995,153,48,,,,,,,1084.09
1380,24.30464456,"27,672.30",,55,1034,4650329,17,"6,447.41",,7,,,,,,,144024,941,,,,,,,249.08
1381,24.5384319,"23,464.87",,56,689,4980374,117,"4,298.27",,3,,,,,,,57754,2195,,,,,,,226.22
1382,25.620569,"32,027.41",,56,969,4287125,30,"6,044.44",,1,793,980,0.4,33,3,436,5710,277,,,,,,,436.68
1383,24.50742496,"22,684.39",,56,387,5557140,43,"3,868.44",1,7,881,964,0.5,94,3,453,9522,1646,,,,,,,135.02
1384,10.29559924,"25,846.35",,56,2090,2326651,1,"13,029.14",,6,1776,2675,0.5,68,3,1343,76533,2072,,,,,,,93.28
1385,25,"39,798.86",,56,2973,950263,18,"14,829.05",100,7,1528,11217,0.1,426,7,1575,17713,268,,,,,,,251.37
1386,23.68515158,"20,706.65",,56,2930,3216967,13,"14,614.13",84,2,538,538,0,305,22,,6177,316,,,,,,,138.04
1387,22.56742869,"32,119.78",,56,1185,3265987,2,"7,387.66",,7,3242,4140,0.4,380,4,1740,3222,179,,,,,,,110.72
1388,25.52535805,"27,387.92",,56,818,3737217,34,"5,104.20",,8,822,892,0.7,107,2,595,,,,,,,,,223.18
1389,24.79068324,"45,511.85",,55,,,,,,,,,,,,,,,,,,,,,183.25
1390,22.66698813,"37,235.71",,56,11182,2502089,281,"38,341.96",,8,,,,,,,191845,3464,,,,,,,184.36
1391,25.44211918,"25,463.58",,56,20189,726980,1128,"62,929.44",,6,40778,79730,0.4,266,3,34712,1353,5,,,,,,,162.55
1392,27.03571461,"22,365.81",,56,430,5433828,337,"4,298.27",,7,5254,5542,0.5,53,2,2890,112463,1945,,,,,,,285.01
1393,25.87716099,"20,179.00",,56,280,4897920,139,"2,793.87",1730,5,1,1,1,0,1,1,79297,1097,,,,,,,140.27
1394,25.52580944,"38,694.65",,56,193,5394547,684,"1,934.22",,7,,,,,,,141502,6542,,,,,,,319.03
1395,26.22381459,"24,623.27",,56,129,6537010,105,"1,289.48",,2,521,761,0.5,5,5,381,,,,,,,,,245.68
1396,25.29016913,"37,147.70",,56,474,2997136,5,"4,728.10",24300,6,,,,,,,707978,941,,,,,,,390.15
1397,26,"27,151.89",,56,1465,1739134,425,"9,133.83",17100,7,956,2898,0.3,200,10,828,142825,3210,,,,,,,151.04
1398,26.7640121,"36,192.99",,56,430,5277798,41,"4,298.27",,7,6989,6989,0,132,9,,54432,4115,,,,,,,222.06
1399,26.76499477,"33,638.90",,56,15147,339359,43,"47,213.87",,6,,,,,,,51626,1568,,,,,,,329.35
1400,27.30594123,"24,494.69",,56,1939,1918858,127,"12,088.89",,6,5512,5512,0.7,255,3,3589,1274,171,,,,,,,182.1
1401,25.27424918,"21,903.39",,56,6119,2628442,478,"24,795.67",,6,1,1,1,0,1,1,377162,8903,,,,,,,107.86
1402,18,"25,814.59",,56,1831,3499883,367,"11,417.29",,7,1793,3998,0.5,410,5,1888,,,,,,,,,145.91
1403,27.26803241,"32,235.64",,56,64,3463319,4,644.74,226,7,821,839,0.5,1,2,448,17512,14,,,,,,,1103.28
1404,26.65791331,"41,525.69",,56,1853,3711568,132,"11,551.61",,9,1316,1316,0.5,3,3,658,41830,232,,,,,,,138.8
1405,27.72384558,"42,149.54",,56,86,6315458,111,859.65,,4,,,,,,,110164,2130,,,,,,,327.07
1406,25.8283072,"26,852.77",,55,1055,4713221,59,"6,581.73",,8,540,540,0,107,12,19,261816,1892,,,,,,,273.89
1407,26.91179473,"28,904.03",,56,667,3706195,189,"4,163.95",,2,5171,9830,0.4,501,6,4300,,,,,,,,,148.24
1408,28.40255712,"24,742.39",,56,926,3828105,142,"5,775.80",,9,,,,,,,7614,250,,,,,,,177.26
1409,27.62954376,"27,738.21",,56,991,3283348,56,"6,178.77",,4,,,,,,,89406,1261,,,,,,,486.77
1410,27.02972558,"48,054.87",,56,21826,2229401,47,"61,230.27",,7,11885,17064,0.6,514,2,9968,135037,1905,,,,,,,289.21
1411,28.68763926,"33,439.20",,56,667,4974409,127,"4,163.95",,2,,,,,,,53698,171,,,,,,,231.1
1412,24.48764038,"33,487.30",,56,4201,3425061,12,"18,334.83",,8,1117,1117,1,1,1,1116,82925,414,,,,,,,2775.83
1413,24.92685484,"42,859.98",,6,430,13050029,3,"4,298.27",,6,570,570,0.7,1,2,405,151388,835,,,,,,,460.57
1414,27.8134263,"28,142.06",,56,1982,3855289,3,"12,357.54",,1,,,,,,,1178,72,,,,,,,62.57
1415,27.71661066,"38,008.92",,56,2133,965196,1341,"13,297.78",,8,595,595,1,0,1,595,491386,3736,,,,,,,210.18
1416,27.7819605,"25,798.86",,56,1120,3407242,40,"6,984.69",,1,,,,,,,29160,560,,,,,,,1680.59
1417,28.23457139,"37,807.43",,56,6270,809942,14,"25,406.83",,7,6877,11982,0.5,97,2,5636,80760,831,,,,,,,265.01
1418,28.45041853,"41,198.67",,56,1443,3376861,118,"8,999.51",,6,477,1510,0.3,487,7,419,15665,256,,,,,,,195.22
1419,28.00841883,"28,692.75",,56,86,8636577,256,859.65,,6,5017,140118,0.7,543,3,104309,26071,3289,,,,,,,146.21
1420,29.27135865,"24,765.01",,56,37706,301111,1,"105,777.87",,10,14039,14039,0.5,118,4,6563,109646,1193,,,,,,,191.57
1421,28.4496188,"37,750.24",,56,129,5345847,,"1,289.48",,6,,,,,,,45777,1238,,,,,,,223.41
1422,27.81250896,"33,861.81",,56,4244,2870861,206,"18,522.88",,8,,,,,,,390,20,,,,,,,140.4
1423,27.22861522,"21,758.26",,55,301,5648994,14,"3,008.79",88100,3,1090,1090,0,18,4,,426527,4918,,,,,,,118.29
1424,28.86213187,"26,266.21",,56,,,,,,,,,,,,,,,,,,,,,206.66
1425,25.49258438,"28,098.67",,56,646,4174426,2,"4,029.63",,8,65,196,0.6,151,2,125,,,,,,,,,247.45
1426,28.66806489,"27,196.41",,56,646,3960924,193,"4,029.63",,2,940,940,0.8,1,1,705,,,,,,,,,173.58
1427,27.27961992,"33,157.26",,55,387,5651202,507,"3,868.44",,8,1,1,1,1,1,1,86221,12803,,,,,,,336.74
1428,30.33271729,"42,377.37",,56,8855,1026598,26,"33,123.58",365,5,,,,,,,27933,1363,,,,,,,217.06
1429,29.30579114,"36,931.23",,56,1077,3569201,102,"6,716.05",,8,9263,9933,0.2,20,2,2343,15518,245,,,,,,,106.74
1430,29.84989173,"32,478.35",,56,2757,3624280,108,"13,754.48",,6,418,420,0,43,37,,,,,,,,,,446.17
1431,29.71542339,"48,433.78",,56,4266,2876467,41,"18,616.90",,8,595,595,1,0,1,595,32602,729,,,,,,,203.21
1432,30.22255302,"30,069.76",,56,1077,3310290,350,"6,716.05",,8,,,,,,,,,,,,,,,236.95
1433,31.04614173,"43,176.68",,56,5386,966646,651,"21,827.18",,8,,,,,,,,,,,,,,,302.68
1434,30.79644116,"38,617.23",,56,1551,3522833,192,"9,671.11",,8,15436,15789,0.5,1,2,7894,13142,4274,,,,,,,284.15
1435,31.6998514,"20,502.65",,56,,,,,,,,,,,,,,,,,,,,,274.44
1436,31.69052531,"24,906.06",,56,3684,1864305,137,"17,226.68",,9,596,596,0.8,11,2,447,52361,2758,,,,,,,693.48
1437,30.76511761,"37,223.12",,56,64,5985329,40,644.74,,2,562,562,0,84,3,,22576,431,,,,,,,955.69
1438,30.60228457,"21,359.22",,56,215,5881426,13,"2,149.13",,1,,,,,,,14841,2169,,,,,,,192.35
1439,31.84399455,"47,838.16",,55,,,,,,,4549,8487,0.9,318,1,7544,,,,,,,,,131.79
1440,30.24785842,"38,064.62",,56,4848,2434607,173,"21,155.57",9417,10,1140,1358,0.8,3,1,1113,97931,379,,,,,,,353.38
1441,32.07033714,"29,527.38",,56,3598,2957681,14,"16,823.71",,8,1004,1020,0.3,81,6,305,32396,606,,,,,,,129.12
1442,31.193579,"22,306.13",,56,969,3299310,181,"6,044.44",,8,19364,30617,0.7,2,2,22830,31187,879,,,,,,,145.85
1443,19.33303054,"22,564.29",,56,237,5106283,3,"2,364.05",51800,1,594,594,0.3,114,5,199,53648,342,,,,,,,140.83
1444,31.50158789,"25,683.55",,56,193,5846876,115,"1,934.22",,7,197,206,1,405,1,200,68299,450,,,,,,,265.16
1445,30.55650799,"23,189.36",,56,732,3980950,204,"4,566.91",,3,,,,,,,10425,63,,,,,,,45.37
1446,32.84291853,"27,397.59",,56,3878,11712324,1,"18,133.34",734,7,27040,36460,0.7,203,2,24507,279220,3901,,,,,,,225.99
1447,31.62008139,"23,212.80",,56,926,4756292,31,"5,775.80",,6,330,331,0.7,1076,3,220,20735,696,,,,,,,180.89
1448,30.29934588,"48,742.92",,56,4675,3055009,58,"20,403.37",,6,,,,,,,34764,214,,,,,,,349.2
1449,32.27942876,"48,200.78",,56,926,3821713,36,"5,775.80",1933,6,838,1709,0.6,94,2,1098,11373,131,,,,,,,548.85
1450,32.76319407,"47,349.66",,56,1228,3838407,51,"7,656.30",70400,6,384,384,0.5,2,2,192,150617,899,,,,,,,159.16
1451,32.79633363,"25,046.57",,56,,,,,,,,,,,,,,,,,,,,,267.85
1452,33.30293907,"41,028.73",,56,1486,3300524,28,"9,268.15",,6,841,1284,0.6,19,4,722,67009,256,,,,,,,290.25
1453,33.33724014,"28,296.61",,56,2025,3592817,5,"12,626.18",,7,3397,3819,0.2,250,5,943,32075,57,,,,,,,273.84
1454,33.50022588,"21,010.44",,56,818,4263789,146,"5,104.20",,11,,,,,,,,,,,,,,,413.93
1455,21.03980249,"20,396.15",,56,,,,,,,,,,,,,,,,,,,,,280.56
1456,33.53030802,"28,113.94",,56,129,6618659,5,"1,289.48",,4,,,,,,,,,,,,,,,2837.62
1457,34.45298163,"44,382.23",,56,818,4612961,192,"5,104.20",,11,412,603,0.4,29,14,252,69379,646,,,,,,,272.18
1458,32.10428987,"24,050.53",,56,3232,2701685,39,"15,111.12",,6,,,,,,,34063,518,,,,,,,282.22
1459,34.48307646,"41,840.70",,56,969,3824679,14,"6,044.44",,9,480,480,1,1,1,480,16784,590,,,,,,,384.03
1460,33.56843899,"28,161.94",,56,3038,2909137,26,"15,151.42",,4,1134,1153,0.5,89,4,593,8523,169,,,,,,,172.77
1461,33.71618914,"26,605.97",,56,1055,2274221,27,"6,581.73",,6,,,,,,,22613,545,,,,,,,4253.73
1462,#N/A,"42,592.67",,#N/A,538,4639842,137,"5,372.84",,7,595,2975,0.6,245,6,1785,17185,466,,,,,,,#N/A
1463,34.56175553,"21,050.89",,56,1745,1557561,1282,"10,880.00",1356,11,1063,1224,0.9,1,1,1100,29415,3119,,,,,,,255.99
1464,32.27343414,"35,839.80",,56,775,3695958,40,"4,835.55",,6,1,1,1,0,1,1,38671,1193,,,,,,,236.56
1465,35.11778263,"30,354.67",,56,43,13182733,191,500,,5,477,477,0.7,4,4,318,,,,,,,,,275.66
1466,#N/A,"26,243.63",,#N/A,21,9515387,50,500,6500,4,,,,,,,6675,149,,,,,,,#N/A
1467,35.63266428,"47,526.20",,56,1551,1617336,452,"9,671.11",,2,464,464,0,115,2,,50849,1533,,,,,,,708.72
1468,34.8295165,"34,069.33",,56,991,3662690,144,"6,178.77",,5,562,562,0,529,14,,57298,1084,,,,,,,166.52
1469,34.89351404,"32,867.28",,56,3921,1094566,52,"17,112.50",766,1,5920,5921,1,126,1,5872,37638,2329,,,,,,,278.27
1470,34.88429398,"26,755.10",,56,5903,2645028,195,"23,922.58",,8,7375,14123,0.7,63,1,10496,,,,,,,,,130.83
1471,34.50387134,"24,400.26",,56,6076,1081662,105,"24,621.05",,8,1745,2243,0.5,272,3,1059,26537,462,,,,,,,195.28
1472,35.20045139,"29,613.03",,56,1616,3140064,182,"10,074.08",,2,4823,4824,0.9,307,9,4192,769,80,,,,,,,371.9
1473,35.87853756,"23,974.80",,56,,,,,,,855,1552,0.5,202,2,739,,,,,,,,,683.78
1474,34.67554286,"20,841.81",,56,25532,908015,778,"71,626.73",30452,8,36705,65553,0.5,149,5,30797,56408,4013,,,,,,,416.04
1475,35.95777778,"28,710.87",,56,193,5996666,12,"1,934.22",,10,562,1686,0,1238,16,,3049,171,,,,,,,517.48
1476,18.42443586,"47,757.93",,56,667,3018821,132,"4,163.95",,7,1,2,0,507,18,,16787,547,,,,,,,446.38
1477,35.63289427,"26,716.66",,56,1034,4012461,3,"6,447.41",,1,3,3,0,33,3,,,,,,,,,,142.39
1478,36.24009483,"22,515.37",,56,107,5809808,39,"1,074.56",,10,,,,,,,38456,267,,,,,,,174.61
1479,13.52578368,"29,693.38",,55,64,9165719,,644.74,,2,1,2,0.5,337,4,1,26376,328,,,,,,,260.69
1480,35.75091211,"21,670.44",,56,280,4870330,134,"2,793.87",,4,,,,,,,,,,,,,,,468.23
1481,35.08050179,"33,638.45",,56,12152,497319,158,"41,666.40",10,10,10492,10828,0.2,564,4,2687,1198,120,,,,,,,4198.57
1482,35.54013441,"33,610.68",,56,2262,3255409,1,"14,103.71",38,11,7108,16525,0.5,192,3,8650,23935,221,,,,,,,308.42
1483,36.69500112,"33,611.71",,56,1335,2370883,501,"8,327.90",,6,,,,,,,,,,,,,,,320.76
1484,37.84518108,"25,379.55",,56,366,4649203,56,"3,653.53",,2,11253,11253,1,0,1,11253,93514,1260,,,,,,,257.54
1485,37.00347633,"27,056.04",,56,581,2468824,35,"3,626.66",,7,571,571,0,69,11,,19595,454,,,,,,,471.24
1486,36.94193399,"27,283.51",,56,15966,1229977,267,"49,765.97",,2,637,637,0.2,356,6,106,204437,2219,,,,,,,282.03
1487,36.3386365,"21,268.12",,56,1766,3831301,271,"11,014.33",,8,2,2,0.7,1,1,1,62337,2378,,,,,,,168.56
1488,37.03035917,"38,253.19",,56,15341,11661217,507,"47,818.31",,9,882,719,0.5,271,7,388,43087,1823,,,,,,,155.61
1489,30.10475956,"43,143.67",,56,,,,,,,,,,,,,,,,,,,,,159.87
1490,37.92332885,"43,113.61",,56,4266,2916423,141,"18,616.90",6100,5,6016,7763,0.1,171,12,652,35294,180,,,,,,,190.85
1491,37.83557086,"27,134.57",,56,,,,,,,,,,,,,,,,,,,,,996.53
1492,38.77569668,"32,104.76",,56,3684,2753450,110,"17,226.68",3035,4,5854,7226,0.6,69,4,4447,9589,720,,,,,,,474.48
1493,36.31252987,"27,619.45",,56,1034,4637593,227,"6,447.41",,5,,,,,,,333567,3406,,,,,,,799.12
1494,35.8286996,"44,798.25",,56,452,2205713,73,"4,513.18",,8,95,100,0.1,20,4,11,56346,1492,,,,,,,1165.8
1495,35.07643407,"29,394.99",,56,22753,547204,3,"63,829.39",2227,9,282,282,0.5,33,2,141,98793,833,,,,,,,245.32
1496,34.87610626,"27,296.28",,56,3835,2941656,196,"17,931.86",,6,659,659,1,1,1,659,65522,780,,,,,,,287.48
1497,38.1788019,"31,053.73",,56,6593,2636710,159,"26,716.46",273,7,1339,1339,0.7,11,1,1002,24207,1155,,,,,,,325.87
1498,#N/A,"29,524.71",,#N/A,12453,2602250,51,"42,700.68",,7,756,944,0.3,148,5,245,,,,,,,,,#N/A
1499,37.94714419,"36,508.46",,56,13208,2348868,218,"45,286.36",82,8,1981,2899,0.7,159,4,2048,49575,1133,,,,,,,260.51
1500,38.34513553,"21,932.80",,56,430,2818468,3,"4,298.27",,2,58,58,0,121,15,,4474,178,,,,,,,1320.74
1501,37.88230921,"30,272.66",,56,538,4996741,210,"5,372.84",,8,,,,,,,17763,2143,,,,,,,515.81
1502,35.31372424,"24,357.81",,56,1400,3515943,56,"8,730.87",,6,556,1147,0,146,5,25,18486,357,,,,,,,229.14
1503,38.76485103,"34,193.80",,14,7368,1160778,203,"27,562.69",718,7,6235,6562,0.3,394,10,1997,139807,2593,,,,,,,227.61
1504,38.79662522,"30,776.30",,56,,,,,,,,,,,,,,,,,,,,,139.5
1505,38.11310297,"32,526.37",,56,1141,1923272,230,"7,119.01",,9,778,778,0.6,475,4,467,92611,1939,,,,,,,271.12
